Player,Pos,Age,Tm_x,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary
Vit Krejci,SG,21,OKC,23,1,19.0,1.8,4.0,.462,1.1,2.7,.419,0.7,1.3,.552,.604,0.3,0.4,.889,0.5,2.3,2.8,1.3,0.5,0.2,0.7,1.8,5.1,9.6,.621,.681,.099,2.5,12.8,7.6,9.9,1.3,1.1,15.2,11.0,0.4,0.3,0.7,.076,-3.2,-0.7,-3.9,-0.2,"$925,258"
Vlatko Čančar,PF,24,DEN,14,1,10.9,1.6,2.8,.564,0.5,0.9,.583,1.1,1.9,.556,.654,0.6,0.9,.750,0.4,1.2,1.6,0.9,0.1,0.2,0.6,0.9,4.3,13.8,.678,.308,.308,4.5,12.1,8.4,12.0,0.6,1.8,15.3,15.1,0.3,0.1,0.4,.123,-0.1,-0.5,-0.6,0.1,"$1,782,621"
Wayne Ellington,SG,34,LAL,40,9,18.6,2.2,5.3,.408,1.9,4.8,.393,0.3,0.6,.545,.585,0.1,0.1,.800,0.3,1.5,1.7,0.7,0.6,0.1,0.4,1.0,6.3,9.8,.588,.897,.023,1.5,8.3,4.9,5.3,1.5,0.5,6.9,13.4,0.6,0.4,1.0,.064,-0.8,-0.4,-1.2,0.1,"$2,641,691"
Wayne Selden,SG,27,NYK,3,0,6.3,0.3,1.3,.250,0.3,0.7,.500,0.0,0.7,.000,.375,0.7,1.3,.500,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.7,4.3,.434,.500,1.000,0.0,5.8,2.8,7.2,0.0,0.0,0.0,13.3,0.0,0.0,0.0,.014,-4.2,-1.7,-5.9,0.0,"$785,102"
Wendell Carter Jr.,C,22,ORL,62,61,29.9,5.8,11.0,.525,1.1,3.5,.327,4.7,7.6,.615,.576,2.3,3.3,.691,2.2,8.2,10.5,2.8,0.6,0.7,1.9,2.7,15.0,18.5,.601,.313,.303,7.9,29.1,18.5,15.4,0.9,2.1,13.1,20.8,2.7,2.4,5.1,.132,1.1,0.5,1.6,1.7,"$6,920,027"
Wesley Matthews,SG,35,MIL,43,8,19.8,1.7,4.4,.383,1.0,3.2,.331,0.6,1.2,.519,.503,0.3,0.5,.714,0.6,1.3,1.9,0.7,0.5,0.1,0.4,1.7,4.7,6.6,.517,.723,.112,3.2,6.9,5.1,4.8,1.2,0.7,7.5,10.7,0.3,0.6,0.9,.050,-3.3,-0.3,-3.6,-0.4,"$1,958,501"
Will Barton,SG,31,DEN,66,66,31.8,5.5,12.7,.437,2.2,6.0,.360,3.4,6.7,.506,.522,1.4,1.8,.797,0.6,4.3,4.9,3.9,0.8,0.5,1.8,1.6,14.7,13.5,.545,.475,.141,2.2,14.5,8.5,17.8,1.2,1.3,11.8,21.1,1.1,1.9,3.0,.068,0.4,-0.8,-0.4,0.9,"$15,384,615"
Willy Hernangómez,C,27,NOP,46,6,16.0,3.3,6.2,.533,0.1,0.2,.364,3.2,6.0,.540,.540,2.0,2.7,.756,2.6,3.7,6.4,1.2,0.4,0.4,1.0,1.8,8.7,22.4,.591,.039,.432,17.9,26.2,22.0,11.6,1.3,2.4,12.2,22.6,1.9,0.9,2.8,.182,1.8,-1.3,0.6,0.5,"$2,327,220"
Xavier Sneed,SF,24,TOT,6,0,4.7,0.3,1.2,.286,0.2,1.0,.167,0.2,0.2,1.000,.357,0.0,0.0,,0.2,0.5,0.7,0.0,0.0,0.0,0.0,0.3,0.8,1.9,.357,.857,.000,3.7,11.3,7.6,0.0,0.0,0.0,0.0,10.7,0.0,0.0,0.0,-0.024,-5.9,-3.4,-9.3,-0.1,"$1,563,518"
Xavier Sneed,SF,24,TOT,6,0,4.7,0.3,1.2,.286,0.2,1.0,.167,0.2,0.2,1.000,.357,0.0,0.0,,0.2,0.5,0.7,0.0,0.0,0.0,0.0,0.3,0.8,1.9,.357,.857,.000,3.7,11.3,7.6,0.0,0.0,0.0,0.0,10.7,0.0,0.0,0.0,-0.024,-5.9,-3.4,-9.3,-0.1,"$1,563,518"
Xavier Tillman Sr.,PF,23,MEM,48,0,12.7,1.8,3.9,.462,0.2,0.8,.225,1.6,3.0,.527,.487,0.8,1.3,.656,1.2,1.8,3.1,1.0,0.9,0.3,0.7,1.2,4.6,15.5,.519,.215,.328,9.9,15.3,12.6,10.4,3.5,2.2,13.1,16.5,0.5,1.1,1.6,.126,-1.0,2.1,1.0,0.5,"$1,517,981"
Yuta Watanabe,SF,27,TOR,35,4,11.9,1.5,3.7,.419,0.8,2.1,.365,0.8,1.6,.491,.523,0.6,1.1,.568,0.5,1.9,2.4,0.5,0.2,0.5,0.5,1.1,4.5,11.6,.537,.574,.287,4.4,18.1,10.9,6.4,1.0,3.7,11.6,16.8,0.2,0.5,0.6,.074,-1.7,-0.3,-2.0,0.0,"$1,762,769"
Zach Collins,PF,24,SAS,21,2,16.9,2.4,5.3,.455,0.5,1.6,.333,1.9,3.8,.506,.504,1.3,1.6,.818,1.8,3.2,5.0,2.0,0.3,0.8,1.5,2.3,6.7,14.5,.553,.295,.295,11.1,20.4,15.6,15.7,0.9,3.8,20.2,18.8,0.2,0.4,0.6,.083,-2.0,0.2,-1.8,0.0,"$6,984,127"
Zach LaVine,SF,26,CHI,62,62,34.9,8.6,18.0,.479,2.8,7.1,.395,5.8,10.8,.535,.558,4.7,5.5,.855,0.3,4.3,4.7,4.6,0.6,0.4,2.6,1.8,24.8,20.4,.607,.398,.309,1.0,13.8,7.5,21.2,0.9,0.9,11.3,29.1,4.4,1.3,5.7,.127,4.1,-1.4,2.7,2.6,"$19,500,000"
Zeke Nnaji,PF,21,DEN,40,1,16.8,2.4,4.4,.537,0.9,1.9,.487,1.5,2.5,.574,.641,1.0,1.6,.613,1.4,2.3,3.6,0.4,0.4,0.3,0.6,1.9,6.6,14.3,.649,.429,.350,9.4,14.5,12.0,3.1,1.2,1.8,9.7,14.8,1.3,0.6,1.9,.136,-0.2,-1.4,-1.6,0.1,"$2,498,760"
Ziaire Williams,SF,20,MEM,56,28,21.4,2.9,6.4,.454,1.1,3.7,.308,1.8,2.7,.654,.543,0.5,0.7,.744,0.4,1.7,2.1,1.0,0.5,0.2,0.7,1.8,7.5,9.2,.557,.576,.108,1.9,8.2,5.0,6.2,1.2,0.8,8.9,14.2,0.9,1.0,1.9,.075,-2.6,-0.6,-3.2,-0.4,"$4,373,160"
